GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:1900813	2.5998205927979943e-8	23.837460317460316	0.5390997718315702	8	23	monodictyphenone metabolic process
GO:1900815	2.5998205927979943e-8	23.837460317460316	0.5390997718315702	8	23	monodictyphenone biosynthetic process
GO:0006412	2.9800881507258585e-7	4.754210992907802	4.945654428541796	19	211	translation
GO:0046189	4.0486064548827743e-7	10.060409924487594	1.2891516282928852	10	55	phenol-containing compound biosynthetic process
GO:0018958	1.7565972466597826e-6	8.367493707299532	1.5001037129226302	10	64	phenol-containing compound metabolic process
GO:0042537	5.2009084062979665e-6	10.172517006802721	1.0078821821198922	8	43	benzene-containing compound metabolic process
GO:0044550	7.895930174055888e-6	4.247422680412371	4.5003111387678905	16	192	secondary metabolite biosynthetic process
GO:0019748	1.5113283193434797e-5	4.010198425895133	4.734702343912051	16	202	secondary metabolic process
GO:1901617	4.367792971764988e-5	5.0206971677559915	2.5783032565857704	11	110	organic hydroxy compound biosynthetic process
GO:0042181	4.509694683638854e-5	7.244314868804665	1.3360298693217174	8	57	ketone biosynthetic process
GO:1901615	2.5232069282637553e-4	3.7656765676567656	3.656502800248911	12	156	organic hydroxy compound metabolic process
GO:0045122	5.446434642353947e-4	Inf	0.046878241028832195	2	2	aflatoxin biosynthetic process
GO:0046222	5.446434642353947e-4	Inf	0.046878241028832195	2	2	aflatoxin metabolic process
GO:0042180	8.234608681724668e-4	4.5225885225885225	2.0157643642397844	8	86	cellular ketone metabolic process
GO:0019752	0.0019028978466379119	2.3738656987295825	8.578718108276291	18	366	carboxylic acid metabolic process
GO:0043436	0.002350192958761782	2.3233209785025943	8.742791951877203	18	373	oxoacid metabolic process
GO:0006082	0.0025674351145074845	2.3022640399882386	8.813109313420453	18	376	organic acid metabolic process
GO:0008152	0.0026272080969269797	2.0239494563620335	81.9900435594275	95	3498	metabolic process
GO:0036184	0.003021196151520278	12.812727272727273	0.30470856668740925	3	13	asperthecin biosynthetic process
GO:0006083	0.003021196151520278	12.812727272727273	0.30470856668740925	3	13	acetate metabolic process
GO:0036182	0.003779988932725356	11.645454545454545	0.32814768720182536	3	14	asperthecin metabolic process
GO:2001307	0.004644989551726882	10.672727272727272	0.35158680771624146	3	15	xanthone-containing compound biosynthetic process
GO:0006722	0.005199800587711926	28.25825825825826	0.11719560257208048	2	5	triterpenoid metabolic process
GO:0016104	0.005199800587711926	28.25825825825826	0.11719560257208048	2	5	triterpenoid biosynthetic process
GO:2001305	0.0056202231315864715	9.84965034965035	0.37502592823065756	3	16	xanthone-containing compound metabolic process
GO:0009403	0.006027340945953035	4.005463695183321	1.6641775565235428	6	71	toxin biosynthetic process
GO:0009404	0.006027340945953035	4.005463695183321	1.6641775565235428	6	71	toxin metabolic process
GO:0032787	0.006662254338818578	2.724439650005993	4.031528728479569	10	172	monocarboxylic acid metabolic process
GO:0042438	0.009240898363822005	7.997727272727273	0.4453432897739058	3	19	melanin biosynthetic process
GO:1900600	0.013903668874666998	14.12012012012012	0.18751296411532878	2	8	endocrocin metabolic process
GO:1900602	0.013903668874666998	14.12012012012012	0.18751296411532878	2	8	endocrocin biosynthetic process
GO:0006582	0.013957555875587365	6.730622009569378	0.5156606513171541	3	22	melanin metabolic process
GO:0043385	0.017733969346769095	6.087012987012987	0.5625388923459863	3	24	mycotoxin metabolic process
GO:0043386	0.017733969346769095	6.087012987012987	0.5625388923459863	3	24	mycotoxin biosynthetic process
GO:1900560	0.021672164874487167	10.585585585585585	0.23439120514416095	2	10	austinol biosynthetic process
GO:1900558	0.021672164874487167	10.585585585585585	0.23439120514416095	2	10	austinol metabolic process
GO:1900582	0.021672164874487167	10.585585585585585	0.23439120514416095	2	10	o-orsellinic acid metabolic process
GO:1900584	0.021672164874487167	10.585585585585585	0.23439120514416095	2	10	o-orsellinic acid biosynthetic process
GO:0010566	0.021672164874487167	10.585585585585585	0.23439120514416095	2	10	regulation of ketone biosynthetic process
GO:1901376	0.022133991008090152	3.359375	1.6172993154947106	5	69	organic heteropentacyclic compound metabolic process
GO:1901378	0.022133991008090152	3.359375	1.6172993154947106	5	69	organic heteropentacyclic compound biosynthetic process
GO:1900843	0.023439120514416434	Inf	0.023439120514416097	1	1	regulation of monodictyphenone biosynthetic process
GO:1900845	0.023439120514416434	Inf	0.023439120514416097	1	1	positive regulation of monodictyphenone biosynthetic process
GO:0046677	0.023439120514416434	Inf	0.023439120514416097	1	1	response to antibiotic
GO:0070597	0.023439120514416434	Inf	0.023439120514416097	1	1	cell wall (1->3)-alpha-glucan metabolic process
GO:0070599	0.023439120514416434	Inf	0.023439120514416097	1	1	fungal-type cell wall (1->3)-alpha-glucan metabolic process
GO:0019744	0.023439120514416434	Inf	0.023439120514416097	1	1	hopanoid metabolic process
GO:0019746	0.023439120514416434	Inf	0.023439120514416097	1	1	hopanoid biosynthetic process
GO:1900177	0.023439120514416434	Inf	0.023439120514416097	1	1	regulation of aflatoxin biosynthetic process
GO:1900561	0.02608737588476328	9.407407407407407	0.25783032565857705	2	11	dehydroaustinol metabolic process
GO:1900563	0.02608737588476328	9.407407407407407	0.25783032565857705	2	11	dehydroaustinol biosynthetic process
GO:0006721	0.030832029562729162	8.464864864864865	0.28126944617299315	2	12	terpenoid metabolic process
GO:0016114	0.030832029562729162	8.464864864864865	0.28126944617299315	2	12	terpenoid biosynthetic process
GO:1901503	0.030832029562729162	8.464864864864865	0.28126944617299315	2	12	ether biosynthetic process
GO:0045460	0.03687903085298348	3.418715596330275	1.2657125077784692	4	54	sterigmatocystin metabolic process
GO:0045461	0.03687903085298348	3.418715596330275	1.2657125077784692	4	54	sterigmatocystin biosynthetic process
GO:0046394	0.03829534946452957	2.103908188585608	4.570628500311138	9	195	carboxylic acid biosynthetic process
GO:0016053	0.04047012224985752	2.080605564648118	4.617506741339971	9	197	organic acid biosynthetic process
GO:0009820	0.04109308428467576	4.252727272727273	0.7734909769757312	3	33	alkaloid metabolic process
GO:0006694	0.04109308428467576	4.252727272727273	0.7734909769757312	3	33	steroid biosynthetic process
GO:0046148	0.04432297746174417	4.11466275659824	0.7969300974901473	3	34	pigment biosynthetic process
GO:0001897	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	symbiont-mediated cytolysis of host cell
GO:0010046	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	response to mycotoxin
GO:1900590	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	violaceol I biosynthetic process
GO:1900593	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	violaceol II biosynthetic process
GO:0019499	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	cyanide metabolic process
GO:0015750	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	pentose transmembrane transport
GO:0015753	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	D-xylose transmembrane transport
GO:0001906	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	cell killing
GO:0001907	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	symbiont-mediated killing of host cell
GO:0015703	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	chromate transport
GO:0051715	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	cytolysis in another organism
GO:0031640	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	killing of cells of another organism
GO:0141060	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	disruption of anatomical structure in another organism
GO:0141061	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	disruption of cell in another organism
GO:0036146	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	cellular response to mycotoxin
GO:0034310	0.046333597564596984	42.026785714285715	0.046878241028832195	1	2	primary alcohol catabolic process
