GOBPID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:1902221	7.413051677139648e-6	42.42666666666667	0.13396930734135212	4	19	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process
GO:0009074	1.1332936815478381e-5	37.41960784313726	0.1480713396930734	4	21	aromatic amino acid family catabolic process
GO:0009072	1.2821847197326368e-5	20.46551724137931	0.31729572791372873	5	45	aromatic amino acid metabolic process
GO:0006576	1.660092517971536e-5	33.46666666666667	0.16217337204479468	4	23	biogenic amine metabolic process
GO:0005975	1.1698496494039215e-4	4.935245143385754	3.0601410203235173	11	434	carbohydrate metabolic process
GO:0006586	1.685157885769541e-4	35.54590570719603	0.11281625881377022	3	16	indolalkylamine metabolic process
GO:0009056	1.7844004985253722e-4	4.419633598340822	3.7934467026130236	12	538	catabolic process
GO:1901606	2.2919068289941065e-4	15.826666666666666	0.3102447117378681	4	44	alpha-amino acid catabolic process
GO:0042430	3.3649262387252865e-4	27.159392789373815	0.14102032351721278	3	20	indole-containing compound metabolic process
GO:0009063	4.0744328401855483e-4	13.449645390070922	0.3596018249688926	4	51	amino acid catabolic process
GO:0009308	6.250649382992691e-4	11.91194968553459	0.4019079220240564	4	57	amine metabolic process
GO:0006572	7.112439804228451e-4	74.75	0.04230609705516383	2	6	tyrosine catabolic process
GO:0016052	8.444413698127225e-4	5.383164983164983	1.600580671920365	7	227	carbohydrate catabolic process
GO:0170035	0.0012582860679173063	16.451612903225808	0.2185815014516798	3	31	L-amino acid catabolic process
GO:0006568	0.0013159501881279292	49.8125	0.05640812940688511	2	8	tryptophan metabolic process
GO:0006570	0.0013159501881279292	49.8125	0.05640812940688511	2	8	tyrosine metabolic process
GO:1902222	0.0016844655304478794	42.6875	0.06345914558274575	2	9	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process
GO:0044550	0.0019503685475749984	5.3018433179723505	1.3537951057652426	6	192	secondary metabolite biosynthetic process
GO:0070189	0.002096288890739929	37.34375	0.07051016175860639	2	10	kynurenine metabolic process
GO:0019748	0.002524482625492382	5.020408163265306	1.424305267523849	6	202	secondary metabolic process
GO:0009309	0.0025508274661061423	33.1875	0.07756117793446703	2	11	amine biosynthetic process
GO:0042401	0.0025508274661061423	33.1875	0.07756117793446703	2	11	biogenic amine biosynthetic process
GO:0006569	0.0030474942374307374	29.8625	0.08461219411032767	2	12	tryptophan catabolic process
GO:0042436	0.0030474942374307374	29.8625	0.08461219411032767	2	12	indole-containing compound catabolic process
GO:0044248	0.003065043264887207	5.766559166459936	1.015346329323932	5	144	cellular catabolic process
GO:1901605	0.003351741332269955	5.64108790675085	1.036499377851514	5	147	alpha-amino acid metabolic process
GO:0016054	0.003862367970839708	7.039700374531836	0.6557445043550394	4	93	organic acid catabolic process
GO:0046395	0.003862367970839708	7.039700374531836	0.6557445043550394	4	93	carboxylic acid catabolic process
GO:0000272	0.004095723417034756	5.367970377227493	1.0858564910825383	5	154	polysaccharide catabolic process
GO:0046189	0.006544223304022469	8.813895781637717	0.38780588967233515	3	55	phenol-containing compound biosynthetic process
GO:0006583	0.00705101617586068	Inf	0.007051016175860639	1	1	melanin biosynthetic process from tyrosine
GO:0042438	0.007655633954722304	17.540441176470587	0.13396930734135212	2	19	melanin biosynthetic process
GO:0005976	0.007912502524134642	4.544827586206897	1.269182911654915	5	180	polysaccharide metabolic process
GO:0018958	0.009954472273717041	7.499206768905341	0.4512650352550809	3	64	phenol-containing compound metabolic process
GO:0044238	0.010140271522439138	2.593409688321442	18.960182496889256	26	2689	primary metabolic process
GO:0006582	0.010206108272563878	14.9	0.15512235586893405	2	22	melanin metabolic process
GO:0170033	0.010347562310278743	5.231372549019608	0.8672749896308586	4	123	L-amino acid metabolic process
GO:0170039	0.010347562310278743	5.231372549019608	0.8672749896308586	4	123	proteinogenic amino acid metabolic process
GO:0045491	0.011129048451749425	14.1875	0.16217337204479468	2	23	xylan metabolic process
GO:0045493	0.011129048451749425	14.1875	0.16217337204479468	2	23	xylan catabolic process
GO:0044282	0.011547773686332814	5.056910569105691	0.8954790543343011	4	127	small molecule catabolic process
GO:0009073	0.01308096633085514	12.94836956521739	0.17627540439651596	2	25	aromatic amino acid family biosynthetic process
GO:0097052	0.01405376777304368	145.06060606060606	0.014102032351721278	1	2	L-kynurenine metabolic process
GO:0097053	0.01405376777304368	145.06060606060606	0.014102032351721278	1	2	L-kynurenine catabolic process
GO:0009445	0.01405376777304368	145.06060606060606	0.014102032351721278	1	2	putrescine metabolic process
GO:0009446	0.01405376777304368	145.06060606060606	0.014102032351721278	1	2	putrescine biosynthetic process
GO:0010447	0.01405376777304368	145.06060606060606	0.014102032351721278	1	2	response to acidic pH
GO:0071468	0.01405376777304368	145.06060606060606	0.014102032351721278	1	2	cellular response to acidic pH
GO:2000895	0.01517085257933611	11.9075	0.19037743674823723	2	27	hemicellulose catabolic process
GO:0071554	0.015303495845915855	4.630845771144279	0.9730402322687681	4	138	cell wall organization or biogenesis
GO:0170040	0.01739468043404589	11.020833333333334	0.2044794690999585	2	29	proteinogenic amino acid catabolic process
GO:0170041	0.01974850329872992	10.256465517241379	0.2185815014516798	2	31	non-proteinogenic amino acid metabolic process
GO:0044347	0.01974850329872992	10.256465517241379	0.2185815014516798	2	31	cell wall polysaccharide catabolic process
