GOMFID	Pvalue	OddsRatio	ExpCount	Count	Size	Term
GO:0000981	7.000316948602966e-9	5.546777840587903	4.802819264977345	21	265	DNA-binding transcription factor activity, RNA polymerase II-specific
GO:0003700	2.9567998604870793e-8	4.6769485294117645	6.216479275046149	23	343	DNA-binding transcription factor activity
GO:0140110	1.3353765615687636e-7	4.265835159278611	6.742070817251217	23	372	transcription regulator activity
GO:0008270	1.395733824146558e-6	3.2007443542621643	11.436147004530962	29	631	zinc ion binding
GO:0046872	2.2118856290304458e-5	2.420300287947347	21.45863399899312	40	1184	metal ion binding
GO:0046914	2.211910085554876e-5	2.6447472320693537	14.571572411478437	31	804	transition metal ion binding
GO:0043169	2.945898856660926e-5	2.3839276643299807	21.712367846954187	40	1198	cation binding
GO:0003677	1.1132680705792187e-4	2.6574446680080483	10.72931699949656	24	592	DNA binding
GO:0004590	9.648774469691487e-4	110.37735849056604	0.05437153884880013	2	3	orotidine-5'-phosphate decarboxylase activity
GO:0016831	0.0019450916562231996	8.616863905325443	0.5437153884880014	4	30	carboxy-lyase activity
GO:0008762	0.0027858227615861937	7.721485411140583	0.5980869273368015	4	33	UDP-N-acetylmuramate dehydrogenase activity
GO:0004222	0.005273047061676534	9.805042016806723	0.36247692565866757	3	20	metalloendopeptidase activity
GO:0031176	0.006440374856861054	22.060377358490566	0.12686692398053365	2	7	endo-1,4-beta-xylanase activity
GO:0016702	0.00888350678319494	7.931972789115647	0.43497231079040105	3	24	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen
GO:0097599	0.010782223078590622	15.752021563342318	0.16311461654640041	2	9	xylanase activity
GO:0004175	0.011259835943643	4.009015256588072	1.3592884712200033	5	75	endopeptidase activity
GO:0043167	0.012228732428447851	1.5870562442027152	37.31699949655982	49	2059	ion binding
GO:0016830	0.014178742349594858	4.649839743589744	0.9424400067125357	4	52	carbon-carbon lyase activity
GO:0071949	0.01535292921916515	3.688681655595299	1.4680315489176037	5	81	FAD binding
GO:0004553	0.017352402054798995	2.441991341991342	3.96912233596241	9	219	hydrolase activity, hydrolyzing O-glycosyl compounds
GO:0035299	0.01812384628293351	Inf	0.018123846282933377	1	1	inositol-1,3,4,5,6-pentakisphosphate 2-kinase activity
GO:0120517	0.01812384628293351	Inf	0.018123846282933377	1	1	inositol pentakisphosphate kinase activity
GO:0003842	0.01812384628293351	Inf	0.018123846282933377	1	1	1-pyrroline-5-carboxylate dehydrogenase activity
GO:0004352	0.01812384628293351	Inf	0.018123846282933377	1	1	glutamate dehydrogenase (NAD+) activity
GO:0016701	0.01961197215740352	5.735960591133005	0.5799630810538681	3	32	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen
GO:0016798	0.023082511956559026	2.3159193747429043	4.168484645074677	9	230	hydrolase activity, acting on glycosyl bonds
GO:0050151	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	oleate hydratase activity
GO:0003917	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	DNA topoisomerase type I (single strand cut, ATP-independent) activity
GO:0032977	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	membrane insertase activity
GO:0140597	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	protein carrier chaperone
GO:0033754	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	indoleamine 2,3-dioxygenase activity
GO:0047389	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	glycerophosphocholine phosphodiesterase activity
GO:0017172	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	cysteine dioxygenase activity
GO:0003868	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	4-hydroxyphenylpyruvate dioxygenase activity
GO:0004834	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	tryptophan synthase activity
GO:0015113	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	nitrite transmembrane transporter activity
GO:0015146	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	pentose transmembrane transporter activity
GO:0015148	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	D-xylose transmembrane transporter activity
GO:0008898	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	S-adenosylmethionine-homocysteine S-methyltransferase activity
GO:0004668	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	protein-arginine deiminase activity
GO:0004657	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	proline dehydrogenase activity
GO:0004353	0.035922205564813736	54.67289719626168	0.036247692565866754	1	2	glutamate dehydrogenase [NAD(P)+] activity
